L_ListingID,L_Address,L_City,beds,baths,price,L_Remarks,remarks_cleaned
100568,668 Example St,Los Angeles,4,3,550000,"Beautiful duplex with vaulted ceilings.
    Located quiet neighborhood.
    Property is fixer upper and includes large lot.
    Priced to sell with strong investment potential.",Beautiful duplex with vaulted ceilings. Located quiet neighborhood. Property is fixer upper and includes large lot. Priced to sell with strong investment potential.
100569,669 Example St,San Francisco,5,3,850000,"Beautiful condo with open floor plan.
    Located quiet neighborhood.
    Property is newly remodeled and includes no HOA.
    Priced to sell with strong investment potential.",Beautiful condominium with open floor plan. Located quiet neighborhood. Property is newly remodeled and includes no HOA. Priced to sell with strong investment potential.
100570,670 Example St,San Diego,2,4,450000,"Beautiful investment property with stainless steel appliances.
    Located gated community.
    Property is recently upgraded and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful investment property with stainless steel appliances. Located gated community. Property is recently upgraded and includes corner lot. Priced to sell with strong investment potential.
100571,671 Example St,San Jose,5,2,550000,"Beautiful single family home with hardwood floors.
    Located near public transportation.
    Property is recently upgraded and includes large lot.
    Priced to sell with strong investment potential.",Beautiful single family home with hardwood floors. Located near public transportation. Property is recently upgraded and includes large lot. Priced to sell with strong investment potential.
100572,672 Example St,Los Angeles,1,4,750000,"Beautiful townhouse with vaulted ceilings.
    Located minutes from shopping.
    Property is recently upgraded and includes low HOA fees.
    Priced to sell with strong investment potential.",Beautiful townhouse with vaulted ceilings. Located minutes from shopping. Property is recently upgraded and includes low home owners association fees. Priced to sell with strong investment potential.
100573,673 Example St,San Francisco,5,3,950000,"Beautiful investment property with solar panels.
    Located near downtown.
    Property is newly remodeled and includes large lot.
    Priced to sell with strong investment potential.",Beautiful investment property with solar panels. Located near downtown. Property is newly remodeled and includes large lot. Priced to sell with strong investment potential.
100574,674 Example St,Los Angeles,3,1,950000,"Beautiful investment property with walk-in closet.
    Located walking distance to parks.
    Property is recently upgraded and includes community pool.
    Priced to sell with strong investment potential.",Beautiful investment property with walk-in closet. Located walking distance to parks. Property is recently upgraded and includes community pool. Priced to sell with strong investment potential.
100575,675 Example St,San Francisco,1,3,950000,"Beautiful duplex with stainless steel appliances.
    Located minutes from shopping.
    Property is needs TLC and includes two-car garage.
    Priced to sell with strong investment potential.",Beautiful duplex with stainless steel appliances. Located minutes from shopping. Property is needs TLC and includes two-car garage. Priced to sell with strong investment potential.
100576,676 Example St,Los Angeles,2,1,950000,"Beautiful duplex with vaulted ceilings.
    Located near public transportation.
    Property is needs TLC and includes large lot.
    Priced to sell with strong investment potential.",Beautiful duplex with vaulted ceilings. Located near public transportation. Property is needs TLC and includes large lot. Priced to sell with strong investment potential.
100577,677 Example St,San Jose,2,1,350000,"Beautiful condo with granite countertops.
    Located minutes from shopping.
    Property is fully renovated and includes no HOA.
    Priced to sell with strong investment potential.",Beautiful condominium with granite countertops. Located minutes from shopping. Property is fully renovated and includes no HOA. Priced to sell with strong investment potential.
